prob	year	artist	song	snippet	url	features
0.26	2024	Boldy James & Harry Fraud (Ft. Benny the Butcher)	Rabies	four quarters in a O / It's sixty-four in a 'bow, thirty-six a quarter crow / Brick of blow	https://genius.com/Boldy-james-and-harry-fraud-rabies-lyrics	kilo term; num within 50ch (thirty-six); plausible $K; drug context
0.23	0	Brevner	***WATERLOO*** - (The Jitters Story) - MADCHILD DISS OFFICIAL	a brick / Chipped away for 7 days nigga, down to the zip / Drivin' round the lower mainland with coke on	https://genius.com/Brevner-waterloo-the-jitters-story-madchild-diss-official-lyrics	kilo term; num near kilo (7); plausible $K; drug context; oz/gram nearby; number counts other noun
0.22	1994	Lil Gin	Strapped At All Times	other niggas shit, but they don't fuck with mine / 17-5, I gotta bird on they ass / Pistol grip	https://genius.com/Lil-gin-strapped-at-all-times-lyrics	kilo term; num near kilo (17-5); plausible $K; number counts other noun
0.22	2006	Wiley	Crash Bandicoot Freestyle	at / Canary Wharf retail therapy's me all week / Shot a key at / 28g at, 20 past 3 / 27 big	https://genius.com/Wiley-crash-bandicoot-freestyle-lyrics	kilo term; num near kilo (28g); plausible $K; number counts other noun
0.22	2008	OJ da Juiceman	I'm Gettin Money	Ayy) / I rather ride six forty-five top back (Okay) / Twenty bricks a week and he can't top that	https://genius.com/Oj-da-juiceman-im-gettin-money-lyrics	kilo term; num near kilo (twenty); plausible $K; number counts other noun
0.22	2013	Mathematics (Ft. Bad Luck (Rapper), Cappadonna, Eyes Low, Method Man, Raekwon & Termanology)	Men of Respect	different types of drugs, slipping 'em 5 ways / Gettin' rid of a brick in less than five days / I pop	https://genius.com/Mathematics-men-of-respect-lyrics	kilo term; num near kilo (five); plausible $K; number counts other noun
0.22	2015	Jadakiss (Ft. Future)	You Can See	5 DOA, niggas know he don’t play / I can sell a key a day, I guess it’s in	https://genius.com/Jadakiss-you-can-see-lyrics	kilo term; num within 50ch (5); plausible $K; price word; number counts other noun
0.22	2015	Lil Frostino (Ft. Ampichino & Lil Joe (KC Rapper))	I Can Feel You	and Amp in the hood, tryin' to off a key / 30 round clips, in case they try to off a	https://genius.com/Lil-frostino-i-can-feel-you-lyrics	kilo term; num near kilo (30); plausible $K; number counts other noun
0.22	2015	Rick Ross	Carol City	to go legit / At the car wash on 27th was a pastime / Pay for 60 keys all at once just	https://genius.com/Rick-ross-carol-city-lyrics	weak kilo term; num near kilo (60); plausible $K; price word
0.22	2017	Shoreline Mafia	Break a Bitch Bacc	don't try to be me / Rob Vicious, Sprite remix / Thirty-six in a brick, and I sell it by	https://genius.com/Shoreline-mafia-break-a-bitch-bacc-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?; price word
0.22	2018	Reborn	Old Me	chains holding me / I keep, I be quoting Romans 8:28, that's a key / I don't convince that	https://genius.com/Reborn-old-me-lyrics	kilo term; num near kilo (28); plausible $K; number counts other noun
0.22	2021	Yung Beef (Ft. Roydee)	SANTUARIO 2	de sufri' / Fuckboy, to' las zorra' 'tá aquí / Tengo los kilos for cheap / And sixteen for clips, prr-prr / Prr	https://genius.com/Yung-beef-santuario-2-lyrics	kilo term; num near kilo (six); plausible $K; number counts other noun
0.22	2022	$ilkMoney	Cuummoney Amiliani	a bitch you know what it's costing / I charge 40 keys a feature now / [?] got me seeing sound / Afro	https://genius.com/Ilkmoney-cuummoney-amiliani-lyrics	weak kilo term; num near kilo (40); plausible $K; price word
0.22	2024	Doc Gruesome	CRVSHOUT	hollow points in the clip / Ten toes in the dirt, thirty hittin' like a brick / Bitch, fuck how you feelin	https://genius.com/Doc-gruesome-crvshout-lyrics	kilo term; num near kilo (thirty); plausible $K; number counts other noun
0.22	2016	J $tash (Ft. Rich The Kid)	Bricks	lean, drop a xan in codeine / Protein, twenty-three hundred for the whole thing, smoking / Pop another pill now I	https://genius.com/J-stash-bricks-lyrics	"weak kilo term; num within 50ch (twenty-three hundred); implausible value 2300; ""for a brick""; ""N a key""; other drug"
0.22	2009	Cappadonna (Ft. King Just, Lounge Lo & Mega Don)	Pistachio	took a bid for niggas / Loaded forty Glock, Half a brick for niggas / First time felon for the clique for	https://genius.com/Cappadonna-pistachio-lyrics	kilo term; num near kilo (forty g); plausible $K; number counts other noun
0.22	2020	Witchouse 40k	Harpoon	fill yo' body wit' a hollow tip / I got thirty five that I be stuffin' in a thirty clip / Bricks	https://genius.com/Witchouse-40k-harpoon-lyrics	kilo term; num near kilo (thirty); plausible $K; number counts other noun
0.22	2025	Finesse2Tymes	I’m Back	for recordin' me / You can get shot for a post, half a key on a coat, thirty-four for a	https://genius.com/Finesse2tymes-im-back-lyrics	kilo term; num near kilo (thirty-four); plausible $K; number counts other noun
0.20	0	Fly Ferrari	No Exceptions	Verse 1: / Back in 2006/plenty niggas started flipping bricks/ copping work gotta know they worth/pop a perc and	https://genius.com/Fly-ferrari-no-exceptions-lyrics	kilo term; num within 50ch (06); plausible $K; drug context; number counts other noun
0.20	0	StarD1	Gangsta Life (Trebug Mix)	with all my cash / Now it's 96' I got a lean 21 / Coppin' keys, making G's, messin around	https://genius.com/Stard1-gangsta-life-trebug-mix-lyrics	weak kilo term; num near kilo (21); plausible $K; price word; money unit; other drug
0.20	0	TXX Will (Ft. Legion (Producer), Lejo (USA) & Sundae)	Hustlers Theme	things / Show you how to turn a soft packet to a hard key / I charge a large fee, [?] / 28 inches	https://genius.com/Txx-will-hustlers-theme-lyrics	weak kilo term; num within 50ch (28); plausible $K; price word; drug context
0.20	1996	Star D	Gangsta Life	with all my cash / Now it's '96 I got a lean 21 / Coppin' keys, makin' G's, messin' around	https://genius.com/Star-d-gangsta-life-lyrics	weak kilo term; num near kilo (21); plausible $K; price word; money unit; other drug
0.20	2002	B.O.C. Click	Freestyle (2)	got the dope and I put it in the streets / 32 keys, a TEC-9, and a couple freaks / Number	https://genius.com/Boc-click-freestyle-2-lyrics	weak kilo term; num near kilo (32); plausible $K; drug context
0.20	2006	Gucci Mane	Street Niggaz	get smashed, bond money on deck / Gave my dog half a brick for a '73 Donk / Got that bullfrog yay	https://genius.com/Gucci-mane-street-niggaz-lyrics	kilo term; num near kilo (73); drug context
0.20	2017	W.Bricks	Carlin Isles	Plug ou ka vini tchek mwen pass i bizouin en price / Bricks ba kissa sé méssié kon dé lamery ? / 80	https://genius.com/Wbricks-carlin-isles-lyrics	kilo term; num within 50ch (80); price word; drug context
0.20	2017	"Westside Gunn (Ft. Conway the Machine & Royce Da 5'9"")"	100,000 Machine Gunz	twenty over crack sales / Human Made hoodie, jacket pastel / Push a gold plated 'Rari (Skrrrrrrrrr) / A thousand bricks cracked the	https://genius.com/Westside-gunn-100000-machine-gunz-lyrics	kilo term; num far; plausible $K; price word; money unit
0.20	2018	G Herbo	No Depression	cost four G's, know you wanna see my Porsche keys / Forty more on the dashboard, homie got a GT	https://genius.com/G-herbo-no-depression-lyrics	weak kilo term; num near kilo (forty); plausible $K; money unit
0.20	2018	K-Trap	Daily Duppy (2018)	t stand the loss / I just off'd me two bricks, that’s 10 grand in prof / Half a brick	https://genius.com/K-trap-daily-duppy-2018-lyrics	kilo term; num near kilo (two); implausible value 2; price word; money unit
0.20	2020	2 Chainz (Ft. Kevin Gates)	Ziploc	eight grams in the Ziploc (Ziploc) / Graduated, I can make a brick lock / Twenty-eight grams in the Ziploc (Ziploc	https://genius.com/2-chainz-ziploc-lyrics	kilo term; num near kilo (twenty-eight g); plausible $K; oz/gram nearby
0.20	2020	Rio Da Yung OG	Aggressiveness	with thirty racks, told her wish me well / Who got a brick for sale? / I got three pints of Wockhardt	https://genius.com/Rio-da-yung-og-aggressiveness-lyrics	kilo term; num near kilo (three); implausible value 3; price word; money unit
0.20	2022	Freddie Gibbs (Ft. Benny the Butcher & Hit-Boy)	McLovin	brought twenty-two back / Bitch, what you trippin' on? / Just sold a brick, still down to whip a song / I	https://genius.com/Freddie-gibbs-mclovin-lyrics	kilo term; num far; plausible $K; price word; drug context
0.20	2022	Loe Shimmy	Wake Em Up	don't reach, I up this automatic Generation 4 / Want a thousand bricks just like El Chapo, ain't tryna	https://genius.com/Loe-shimmy-wake-em-up-lyrics	kilo term; num near kilo (4); implausible value 4; price word; money unit
0.20	2022	Yo Gotti	Bad Behavior	a 36 / I could hang up my jersey, I sold a thousand bricks / They can flame up my jersey, I	https://genius.com/Yo-gotti-bad-behavior-lyrics	kilo term; num within 50ch (36); plausible $K; 36 = ounces?; price word; money unit
0.20	2024	Peso Pluma & Quavo	PA NO PENSAR	el blanco pa' no acostarme / 1,008 grams, that's a key / Tomando pa' no pensar / Put it on the	https://genius.com/Peso-pluma-and-quavo-pa-no-pensar-lyrics	kilo term; num near kilo (08 g); plausible $K; oz/gram nearby
0.20	2025	Oxidebeats (Ft. DREEPY)	TWO	t no fxckin rapper / I told the plug need 2 kilos for distribution coz I turned to a fxckin trapper	https://genius.com/Oxidebeats-two-lyrics	kilo term; num near kilo (2); implausible value 2; price word; drug context
0.20	1993	DJ Sound (Ft. Dirty Red (Da Don))	Let These Nuts Hang	in my hand I shot the fan from the ceilin' / Twenty-two G's, five Ki's, now I'm	https://genius.com/Dj-sound-let-these-nuts-hang-lyrics	kilo term; num near kilo (five); plausible $K; money unit; number counts other noun; dup snippet
0.20	2017	Shoreline Mafia	Dirty	my niggas they serving shit / He want that proper, need thirty-six / Remix the dope, that's a dirty brick	https://genius.com/Shoreline-mafia-dirty-lyrics	kilo term; num within 50ch (thirty-six); plausible $K; drug context; number counts other noun
0.20	2018	Berner	Pressure	cold / Summertime man, my city white fur coats / 8 chains on, yeah we let the birds float / They say that	https://genius.com/Berner-pressure-lyrics	kilo term; num within 50ch (8); plausible $K; drug context; number counts other noun
0.20	2018	Philthy Rich	Bentley Truck	my tuck spot (It's Philthy) / Cocaine white like a brick of soft (Thirty-six) / No, this ain't a	https://genius.com/Philthy-rich-bentley-truck-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?; drug context
0.20	2021	Mvko, Prompto & 99ZED	Baryon Mode	99 said he just fucked up the beat / What the fuck zed? / Yuh / Re-up on the brick, I spin	https://genius.com/Mvko-prompto-and-99zed-baryon-mode-lyrics	"kilo term; num far; ""for a brick""; drug context"
0.20	2022	Kasher Quon	Cali Robot	Paid $60 for a 3.5, I'm smokin' Larry Bird / And I got dogshit on me, a big fuckin	https://genius.com/Kasher-quon-cali-robot-lyrics	kilo term; num near kilo (3.5); implausible value 3.5; price word; money unit
0.20	2025	Don Trip (Ft. Bink4sho & Kendrick P.)	Hello Darkness	and three / Dope game just like cars I drive, been fifteen years since I used a key / Streets ain't	https://genius.com/Don-trip-hello-darkness-lyrics	kilo term; num within 50ch (fifteen); plausible $K; drug context; number counts other noun
0.19	2024	Gucci Mane	Rich Niggaz	had shit (Nah) / And the watch on my wrist cost thirty-five bricks (Skrrt) / I'm a rich nigga, dog	https://genius.com/Gucci-mane-rich-niggaz-lyrics	kilo term; num near kilo (thirty-five); plausible $K; price of other thing
0.17	0	Andrew736	MLB The Show 26 Free Rotation Tips From U4GM	mlb-the-show-26/stubs for a handy boost when a key upgrade can't wait. Play Ranked with a	https://genius.com/Andrew736-mlb-the-show-26-free-rotation-tips-from-u4gm-lyrics	kilo term; num within 50ch (26); plausible $K
0.17	0	Internal Revenue Service	Treasury and IRS Announce That All Legal Same-Sex Marriages Will Be Recognized For Federal Tax Purposes	marriage. / The ruling implements federal tax aspects of the June 26 Supreme Court decision invalidating a key provision of the	https://genius.com/Internal-revenue-service-treasury-and-irs-announce-that-all-legal-same-sex-marriages-will-be-recognized-for-federal-tax-purposes-annotated	kilo term; num within 50ch (26); plausible $K
0.17	0	Simon Armitage	About His Person	twenty-fourth to the first of April. / A brace of keys for a mortise lock, / an analogue watch, self-winding	https://genius.com/Simon-armitage-about-his-person-annotated	kilo term; num within 50ch (twenty-four); plausible $K
0.17	1995	Crash Vegas	What Money Can Buy	stars travel in her skies / Clipped wings, lost nerve at 35 / Inside a box she keeps her golden bird / And	https://genius.com/Crash-vegas-what-money-can-buy-lyrics	kilo term; num within 50ch (35); plausible $K
0.17	2000	D.I.T.C. (Ft. A.G. (D.I.T.C.), Big Pun & KRS-One)	Drop It Heavy	s for the Range but I got 'em down / To twenty and a brick, now I'm out wit this	https://genius.com/Ditc-drop-it-heavy-lyrics	kilo term; num near kilo (twenty); plausible $K; dup snippet
0.17	2009	Area Development (Ft. Barack Obama, Harry Reid, Kevin Brady & Nancy Pelosi)	Healthcare Reform: How Will It Affect Businesses?	"reform to our broken system."" / What's Next? / On Nov. 21, the Senate majority won a key procedural vote to"	https://genius.com/Area-development-healthcare-reform-how-will-it-affect-businesses-annotated	kilo term; num within 50ch (21); plausible $K
0.17	2013	Pusha T	Numbers on the Boards	keep food up on your plates, nigga? / I might sell a brick on my birthday / Thirty-six years of doin	https://genius.com/Pusha-t-numbers-on-the-boards-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?; price word; number counts other noun
0.17	2014	Inglebirds	Getti	Duft von Freiheit / Trippin sippin und drive-bys / Big Bad Birds for Life / Hermann mit der Forty, der OG mit	https://genius.com/Inglebirds-getti-lyrics	kilo term; num within 50ch (forty); plausible $K
0.17	2017	Future	Draco	falling off and never quit (Yeah) / I retired cookin' up a brick (Woah) / Certified nigga out the 6 (Yeah) / Who	https://genius.com/Future-draco-lyrics	kilo term; num within 50ch (6); plausible $K
0.17	2019	Bright Campa	Real Gangsta	borrowed, 20 to a 40 / Like my bars, it will cost a bird to chirp / In a freestyle, you'll	https://genius.com/Bright-campa-real-gangsta-lyrics	kilo term; num within 50ch (40); plausible $K
0.17	2019	Gucci Mane	Snow	"like ""Beep"" (Beep) / This ain't a mixtape, all my bricks cost a fee (Skrrt) / I-20 Gucci Mane, bitch"	https://genius.com/Gucci-mane-snow-lyrics	kilo term; num within 50ch (20 g); plausible $K
0.17	2023	Joell Ortiz & L'Orange	In My Feelings	I'm weaving 'em let's begin / In '07 the Brick dropped, Hip Hop made a pit stop / On this	https://genius.com/Joell-ortiz-and-lorange-in-my-feelings-lyrics	kilo term; num near kilo (07); plausible $K; dup snippet
0.17	2025	Clipse	So Be It	8-ball, LV / I can show you how to bust a brick if you let me / I monogram like confetti	https://genius.com/Clipse-so-be-it-lyrics	kilo term; num within 50ch (8); plausible $K
0.17	2025	Rubberband OG (Ft. AgnsBill)	Swing My Door	Yeah) / Before you speak on me, pat your pockets (Yeah) / Thirty off a brick of molly (Yeah) / Right up under	https://genius.com/Rubberband-og-swing-my-door-lyrics	kilo term; num near kilo (thirty); plausible $K; other drug
0.17	2017	Banx$ (Ft. Caution)	Propane	beans / 33 shots in this new magazine / Put that on the G / How much Papi charge for a whole thing	https://genius.com/Banx-propane-lyrics	"weak kilo term; num far; plausible $K; ""for a brick""; price word; number counts other noun"
0.17	2013	Migos	Quarter Million Dollars	lean i need the codeine / Terminator wrist game my wrist a machine / Twenty five bricks gave a free brick to	https://genius.com/Migos-quarter-million-dollars-lyrics	kilo term; num near kilo (twenty five); plausible $K; other drug
0.17	2014	Aladin 135	À peine majeur	mytho / 18 piges, validé par l'élite, j'prends des kilos / C'est pas tout c'que j'peux faire	https://genius.com/Aladin-135-a-peine-majeur-lyrics	kilo term; num within 50ch (18); plausible $K
0.17	2015	BIGMAN (Rapper)	BYRDS FLY SOUTH 4 THA WINTER	that Nolia Clap I make them birds flock / Lil whoadie fifteen he keep a loaded Glock / Birds of a feather	https://genius.com/Bigman-rapper-byrds-fly-south-4-tha-winter-lyrics	kilo term; num within 50ch (fifteen); plausible $K
0.17	2015	NAV	Take Me Simple	and shoot / Thirty-five points, ten assists, went from passin' a rock to a brick / I know Brazilians that hittin	https://genius.com/Nav-take-me-simple-lyrics	kilo term; num within 50ch (ten); plausible $K
0.17	2021	Gutta100 (Ft. JayDaYoungan)	Out on Bond	can fuck your bitch, she ain't shit, pipe down / Thirty-six on my wrist, that's a brick, iced	https://genius.com/Gutta100-out-on-bond-lyrics	kilo term; num within 50ch (thirty-six); plausible $K
0.17	2022	Benny the Butcher	Super Plug	on since like the old Clipse / Sixteen hour road trip for the whole brick / Pass the toast and tell my	https://genius.com/Benny-the-butcher-super-plug-lyrics	kilo term; num within 50ch (six); plausible $K
0.17	2022	Luh Soldier	Life of a Hitta	Ha) / Glock 9, gen 5 (He running), always kept it twenty times five (Hunnid) / All I wanted was a brick	https://genius.com/Luh-soldier-life-of-a-hitta-lyrics	kilo term; num within 50ch (five); plausible $K
0.16	2013	Trae tha Truth (Ft. JasonMartin & J. Stalin)	Killer	is suck dick and give me all her chips / Tryna sell a quarter key, nigga 9 zips / Smoking on this	https://genius.com/Trae-tha-truth-killer-lyrics	weak kilo term; num near kilo (9); plausible $K; price word; oz/gram nearby
0.16	2014	Young Scooter (Ft. Wiz Khalifa)	Money	money / 20’s, 50’s, hundreds / Money, money, money, money / A thousand, bricks / Hector, he keep it coming / Every day	https://genius.com/Young-scooter-money-lyrics	kilo term; num near kilo (one); implausible value 1; price word; money unit; number counts other noun
0.16	2016	Fredo (Ft. Little Torment, Nafe Smallz, Yung Fume & Yxng Bane)	They Ain’t 100 (Remix)	for the whole week / A thousnad grams, man, that's a whole key / 28, that's a OZ (Woo) / (No	https://genius.com/Fredo-they-aint-100-remix-lyrics	kilo term; num near kilo (28); plausible $K; oz/gram nearby; number counts other noun
0.16	1995	DJ Sound & Frayser Click (Ft. Blue (Memphis) & Lil Noid)	Kickin' N Doors	in my hand I shot the fan from the ceilin' / Twenty-two G's, five keys, now I'm ass	https://genius.com/Dj-sound-and-frayser-click-kickin-n-doors-lyrics	weak kilo term; num near kilo (five); plausible $K; money unit; number counts other noun
0.15	2016	Hoodrich Pablo Juan (Ft. Diego Dose, MPR Tito & RX PESO)	Bricks	out on Candler / The hot niggas coming, they head straight for that Ember / Whole brick for a chain / 41, plain	https://genius.com/Hoodrich-pablo-juan-bricks-lyrics	kilo term; num near kilo (41); plausible $K; price of other thing; number counts other noun
0.14	2021	Peezy	We Don't Scam	the van / That's my white boy, he pay one-twenty for a gram, ayy / We sell weed and we	https://genius.com/Peezy-we-dont-scam-lyrics	weak kilo term; num near kilo (one-twenty); plausible $K; price word; drug context; other drug; oz/gram nearby
0.13	0	God (Rapper)	Servin	out the rapture you could hang it up / Got a whole thing for 'bout 25, by the time you get	https://genius.com/God-rapper-servin-lyrics	weak kilo term; num near kilo (25); plausible $K
0.13	0	Jasiah	UPSET*	Lyrics from Snippet / Fuck / Okay, I'm harder than a brick / Thirty-six, if he talkin' slick / Make him walk	https://genius.com/Jasiah-upset-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?
0.13	0	Shatta Wale	Kumerica	how we chilling / See how we killing / Hahaha / Yeah / 24 keys was my first shipping / Eilis shut your biblical you	https://genius.com/Shatta-wale-kumerica-lyrics	weak kilo term; num near kilo (24); plausible $K
0.13	0	Xept (Ft. Blacc Willi)	One Hundred	and whipping it hunnit / Came with the check and the bricks / Thirty six make a brick / Whoa, we keep it	https://genius.com/Xept-one-hundred-lyrics	kilo term; num near kilo (thirty six); plausible $K; 36 = ounces?
0.13	0	Yung LA (Ft. Humble G)	That Ain't Me	around, you know i'm from the 3 / I never sold a key, that ain't me / Everybody had bricks	https://genius.com/Yung-la-that-aint-me-lyrics	kilo term; num near kilo (3); implausible value 3; price word
0.13	2002	504 Boyz (Ft. Afficial, Curren$y, Desperado (US), Krazy, Master P, S-Flames & Yukon)	My Life is Sweet	m a weed blower, I get my ki's lower / 16-5 a few weeks, I'll have a green	https://genius.com/504-boyz-my-life-is-sweet-lyrics	kilo term; num near kilo (16-5); plausible $K; other drug; number counts other noun
0.13	2009	Skrapz	Beat2Beatz HQ	know? / Buying five O's, break it all down to twenty bones / Buy a one brick of skunk, mash it	https://genius.com/Skrapz-beat2beatz-hq-lyrics	kilo term; num near kilo (one); implausible value 1; price word
0.13	2011	Cory Gunz (Ft. Meek Mill)	YMCMB MMG	flow, I move low key / Make a move OT / Get a brick for the low / 95 South get a chick	https://genius.com/Cory-gunz-ymcmb-mmg-lyrics	kilo term; num near kilo (95)
0.13	2012	CyHi	Changed	dimes for the low / I used to get the whole thing for the 55 / 29 for the spliff, 25 for	https://genius.com/Cyhi-changed-lyrics	weak kilo term; num near kilo (55); plausible $K
0.13	2013	Charlie Worsham	How I Learned to Pray	When I was sixteen, that set of keys was a pair of wings / Daddy, pretty please, can I take a	https://genius.com/Charlie-worsham-how-i-learned-to-pray-lyrics	weak kilo term; num near kilo (six); plausible $K
0.13	2013	Joe Budden	Lost Control (Freestyle)	Not no Shiny Suit shit, this that 92 Knicks / This for Hov's missing 92 bricks / For State Prop and	https://genius.com/Joe-budden-lost-control-freestyle-lyrics	kilo term; num near kilo (92)
0.13	2014	O.T. Genasis	CoCo	I'm in love with the coco / 36, that's a kilo (Aquí) / Need a brick, miss my free throw	https://genius.com/Ot-genasis-coco-lyrics	kilo term; num near kilo (36); plausible $K; 36 = ounces?
0.13	2017	Camp Lo (Ft. Jimmy Cozier)	All the Same	caviar bananas for y'all, it's like / Milago, menage a / 25 keys with the cargo / We spinnin' out / Bill	https://genius.com/Camp-lo-all-the-same-lyrics	weak kilo term; num near kilo (25); plausible $K
0.13	2020	Chezi (Ft. Los (DET))	On the Road	24/7 nigga 7 days a week / Started off with 28 I turned that bitch to a key / I'm	https://genius.com/Chezi-on-the-road-lyrics	kilo term; num within 50ch (28); plausible $K; number counts other noun
0.13	2020	Smoke DZA (Ft. T-Pain)	Dark Web	till we enter / It'll be a cold winter / 25 keys was delivered / A nigga like me is a winner	https://genius.com/Smoke-dza-dark-web-lyrics	weak kilo term; num near kilo (25); plausible $K
0.13	2022	Justen Kilgore	Justen Kilgore - Get Em Off	500k still spending off some smart carts / I can fit 25 keys in a smart car / Pull up lil closer	https://genius.com/Justen-kilgore-justen-kilgore-get-em-off-lyrics	weak kilo term; num near kilo (25); plausible $K
0.13	2022	Peezy, Jeezy & Real Boston Richey (Ft. Rob49)	2 Million Up (Remix)	sold a brick or two (Two), don't make you a trapper (Nah) / Over twenty million sold (What?) and that	https://genius.com/Peezy-jeezy-and-real-boston-richey-2-million-up-remix-lyrics	kilo term; num near kilo (two); implausible value 2; price word
0.13	2025	Lif3style	Dont Go	me in this hypo, I ain't gettin' any bail / Thirty-six's in a brick, I'm puttin' ninas	https://genius.com/Lif3style-dont-go-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?
0.13	2026	Baby Money	Ask For Nothing	hit her on the floor / And last time I wore a thirty-six, a brick was in my coat / A	https://genius.com/Baby-money-ask-for-nothing-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?
0.13	2007	Gucci Mane	Me & My Niggas	word from me / Nigga please, and my clique see 1 brick a piece / Then you gone get burned to the	https://genius.com/Gucci-mane-me-and-my-niggas-lyrics	kilo term; num near kilo (1); implausible value 1; apiece
0.13	2013	Gucci Mane (Ft. Migos)	Mama We Rich	go) / I was servin junkies out my mama window / I was broke like half a brick, that was ‘96 / Daddy	https://genius.com/Gucci-mane-mama-we-rich-lyrics	kilo term; num near kilo (96)
0.13	2006	Gucci Mane	Street Niggaz (Remix)	hater get smashed, bond money on deck / Gave my dog half a brick for a '73 Donk / Got that bullfrog	https://genius.com/Gucci-mane-street-niggaz-remix-lyrics	kilo term; num near kilo (73)
0.13	2008	Nipsey Hussle	The Feeling Keeps on Coming	Two 12's in my trunk, let my speakers bang / Half a bird on my neck, let my chain hang	https://genius.com/Nipsey-hussle-the-feeling-keeps-on-coming-lyrics	kilo term; num within 50ch (12); plausible $K; number counts other noun
0.13	2013	Meek Mill (Ft. DJ Scream, French Montana, Louie V Gutta & Yo Gotti)	Kilo	a kilo, a kilo / Thirty-six O's up that raw for my amigo / Throw it in that water, watch	https://genius.com/Meek-mill-kilo-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?
0.13	2015	Maxo Kream (Ft. KEY!)	Out The Door	a scale (Uh, okay) / Thirty-six O's, that's a bad hoe / Thirty-six dummy bricks, that's a	https://genius.com/Maxo-kream-out-the-door-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?
0.13	2017	Peezy	Run It Up	up, fourty-one on my wrist / We don't do thirty-six, 'less you talkin' 'bout a brick / Callin' me	https://genius.com/Peezy-run-it-up-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?
0.13	2017	Young Scooter (Ft. Trouble & Young Dolph)	Time	poverty / My cousin he got three felonies / They gave him thirty for a quarter key / Look at Reverend Al Sharpton	https://genius.com/Young-scooter-time-lyrics	weak kilo term; num near kilo (thirty); plausible $K
0.13	2018	Jo' & Eliah	The Whale	standing right here / And just like the whale / Who sung for twenty years / Yelling / In a key no other whale	https://genius.com/Jo-and-eliah-the-whale-lyrics	kilo term; num within 50ch (twenty); plausible $K; number counts other noun
0.13	2019	Mazzeratti Duke (Ft. Rylo Rodriguez)	First Song	Dummy bricks) / I been wrappin' dummy bricks (Dummy bricks) / Tell a nigga thirty-six (Thirty-six) / Yeah, we really with	https://genius.com/Mazzeratti-duke-first-song-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?
0.13	2021	Pressa	Second Hand Smoke	out here kept it fake, or probably a third / Twenty-five percent of niggas don't got a bird / Kept	https://genius.com/Pressa-second-hand-smoke-lyrics	kilo term; num within 50ch (twenty-five); plausible $K; number counts other noun
0.13	2025	Rob49 & YTB Fatt	Preach	watch, pinky ring cost twenty thou' (Yeah) / Crazy necklace costin' bricks of becky, get a fuck boy crossed out  (Yeah	https://genius.com/Rob49-and-ytb-fatt-preach-lyrics	kilo term; num within 50ch (twenty); plausible $K; number counts other noun
0.12	2009	Jeezy	Air Forces 2	need another free / Two plates, four birds, one nigga, Mister 17-5 / Yeah, They know Shawty Lo, anything about dope	https://genius.com/Jeezy-air-forces-2-lyrics	kilo term; num near kilo (four); implausible value 4; drug context
0.12	2013	A$AP Ferg	Fergivicious	Marty Baller macking, yeah, he Blood dripping / 5 point star for a thug nigga / 'bout 2 keys for the snow	https://genius.com/A-ap-ferg-fergivicious-lyrics	kilo term; num near kilo (2); implausible value 2; drug context
0.12	2022	Certified Trapper	Dump Woo	with my hoe bih / Hunnid twenty G's, pop nigga want four bricks / I pull up to the kickback, nigga	https://genius.com/Certified-trapper-dump-woo-lyrics	kilo term; num near kilo (four); implausible value 4; money unit
0.12	2023	Dakoda Boutilier (Ft. INDEFINITO555)	Fee Fi	sit / I got twenty ounce sacks / Fifty pound bricks / A twenty ram with a thirty ought six / I got twenty	https://genius.com/Dakoda-boutilier-fee-fi-lyrics	kilo term; num near kilo (twenty); plausible $K; other drug; oz/gram nearby
0.12	2009	Max B & Jadakiss	When I Grow Up	grow up to be a G (G, chyeah) / Took twenty-five grams, blew it up to be a key (Key	https://genius.com/Max-b-and-jadakiss-when-i-grow-up-lyrics	kilo term; num within 50ch (twenty-five g); plausible $K; oz/gram nearby
0.12	2014	Rick Ross (Ft. Whole Slab)	Heavyweight	half a thang (Flip) / Remix that eighteen, now it's thirty-six (Flip) / Turned that midget to a brick, that	https://genius.com/Rick-ross-heavyweight-lyrics	kilo term; num within 50ch (eight); plausible $K; 36 = ounces?; drug context
0.12	2017	YRN Murk (Ft. Migo JerZ)	Curb	to work the stove / John Wic, I keep the poles / Thirty-six O's / That's a whole brick if	https://genius.com/Yrn-murk-curb-lyrics	kilo term; num within 50ch (thirty-six); plausible $K; 36 = ounces?; drug context
0.12	2020	Aidcot (Ft. JUGGMANLO$)	Princess Cuts	keep a stick / 2x2 equals 4 watch me flip the brick / Princess cuts on my wrist so i keep it	https://genius.com/Aidcot-princess-cuts-lyrics	kilo term; num near kilo (4); implausible value 4; drug context
